// Spherical Spiral - a curve winding 8 times around a sphere (radius=10)
// Select all coordinate lines below and run VCAG to see the 3D view

-1.6704, 5.9827, -7.8369
-2.6096, 5.5457, -7.9016
-3.4505, 4.9647, -7.9653
-4.1716, 4.2599, -8.0282
-4.7553, 3.4549, -8.0902
-5.1887, 2.5757, -8.1513
-5.4636, 1.6495, -8.2115
-5.5765, 0.7045, -8.2708
-5.5291, -0.2317, -8.3292
-5.3274, -1.1324, -8.3867
-4.982, -1.9725, -8.4433
-4.5074, -2.7298, -8.4989
-3.9214, -3.3849, -8.5536
-3.2448, -3.9222, -8.6074
-2.5, -4.3301, -8.6603
-1.7112, -4.6012, -8.7121
-0.9027, -4.7322, -8.7631
-0.099, -4.7245, -8.813
0.6768, -4.5833, -8.862
1.4029, -4.3177, -8.9101
2.06, -3.9404, -8.9571
2.6314, -3.4667, -9.0032
3.1038, -2.9147, -9.0483
3.4673, -2.3037, -9.0924
3.7157, -1.6543, -9.1355
3.8467, -0.9877, -9.1775
3.8616, -0.3243, -9.2186
3.7652, 0.3162, -9.2587
3.5656, 0.9155, -9.2978
3.2739, 1.4576, -9.3358
2.9033, 1.929, -9.3728
2.4693, 2.3188, -9.4088
1.9883, 2.6195, -9.4438
1.4777, 2.8266, -9.4777
0.9549, 2.9389, -9.5106
0.4368, 2.9583, -9.5424
-0.0605, 2.8897, -9.5732
-0.5228, 2.7405, -9.6029
-0.9374, 2.5205, -9.6316
-1.2941, 2.2414, -9.6593
-1.5852, 1.9162, -9.6858
-1.8057, 1.5586, -9.7113
-1.9532, 1.1829, -9.7358
-2.0282, 0.803, -9.7592
-2.0337, 0.4323, -9.7815
-1.9748, 0.0828, -9.8027
-1.859, -0.2349, -9.8229
-1.6953, -0.5118, -9.842
-1.4938, -0.7415, -9.86
-1.2656, -0.9195, -9.8769
-1.0221, -1.0437, -9.8927
-0.7745, -1.1144, -9.9075
-0.5336, -1.134, -9.9211
-0.3091, -1.107, -9.9337
-0.1093, -1.0396, -9.9452
0.0591, -0.9392, -9.9556
0.1911, -0.8147, -9.9649
0.2838, -0.6752, -9.9731
0.3364, -0.5302, -9.9803
0.3502, -0.3889, -9.9863
0.3282, -0.2601, -9.9912
0.2753, -0.1513, -9.9951
0.1978, -0.0689, -9.9978
0.1033, -0.0175, -9.9995
0.0, -0.0, -10.0
